,Landing,Date,Boat,Trip Type,Anglers,Fish Count
63,daveys-locker,2020-03-15,Freelance,1/2 Day Twilight,21,"65 Sculpin, 14 Rockfish, 2 Opaleye, 2 Sand Bass, 1 Blue Perch"
64,daveys-locker,2020-03-15,Freelance,3/4 Day,48,"316 Whitefish, 105 Vermilion Rockfish, 85 Rockfish, 41 Bocaccio, 5 Sheephead"
65,daveys-locker,2020-03-15,Western Pride,1/2 Day PM,27,"40 Rockfish, 29 Blue Perch, 12 Bocaccio, 3 Sheephead"
66,daveys-locker,2020-03-16,Freelance,3/4 Day,21,"11 Vermilion Rockfish, 4 Bocaccio, 4 Rockfish, 1 Sanddab, 1 Sculpin"
67,daveys-locker,2020-03-17,Freelance,3/4 Day,24,"181 Whitefish, 97 Rockfish, 13 Vermilion Rockfish, 10 Sculpin, 3 Blacksmith, 1 Sheephead"
68,daveys-locker,2020-03-17,Western Pride,1/2 Day PM,19,"65 Vermilion Rockfish, 30 Rockfish, 16 Bocaccio, 2 Whitefish"
69,daveys-locker,2020-06-05,Freelance,3/4 Day,40,"71 Whitefish, 16 Bonito, 11 Calico Bass, 8 Sheephead, 6 Rockfish, 3 Barracuda, 3 Yellowtail"
70,daveys-locker,2020-06-05,Thunderbird,Overnight,24,"12 Bonito, 8 Calico Bass, 7 Yellowtail"
71,daveys-locker,2020-06-05,Western Pride,1/2 Day AM,30,"104 Sculpin, 36 Whitefish"
72,daveys-locker,2020-06-05,Western Pride,1/2 Day PM,33,"151 Sculpin, 5 Whitefish"
73,daveys-locker,2020-06-06,Freelance,1/2 Day Twilight,40,"17 Sand Bass, 5 Sculpin, 2 Rockfish, 2 Calico Bass"
74,daveys-locker,2020-06-06,Freelance,3/4 Day,40,"87 Whitefish, 85 Rockfish, 6 Sheephead, 3 Bonito, 3 Barracuda"
75,daveys-locker,2020-06-06,Thunderbird,Overnight,22,"36 Yellowtail, 28 Calico Bass, 13 Whitefish, 3 Barracuda, 3 Sheephead, 1 Bonito"
76,daveys-locker,2020-06-06,Western Pride,1/2 Day AM,33,"165 Sculpin, 15 Bocaccio, 10 Rockfish, 5 Whitefish, 2 Vermilion Rockfish"
77,daveys-locker,2020-06-06,Western Pride,1/2 Day PM,33,"150 Calico Bass Released, 16 Calico Bass, 4 Sheephead, 2 Vermilion Rockfish, 2 Rockfish, 1 Sand Bass"
78,daveys-locker,2020-06-07,Freelance,1/2 Day Twilight,39,134 Sculpin
79,daveys-locker,2020-06-07,Freelance,3/4 Day,38,"102 Whitefish, 37 Rockfish, 28 Vermilion Rockfish, 14 Calico Bass, 12 Bonito, 9 Sheephead, 5 Yellowtail, 4 Barracuda"
80,daveys-locker,2020-06-07,Thunderbird,Overnight,23,"84 Whitefish, 37 Yellowtail, 31 Calico Bass, 7 Bonito, 1 Sheephead, 1 Barracuda"
81,daveys-locker,2020-06-07,Western Pride,1/2 Day AM,33,"125 Sculpin, 24 Sand Bass, 5 Whitefish, 5 Yellowtail"
82,daveys-locker,2020-06-07,Western Pride,1/2 Day PM,33,"100 Calico Bass Released, 28 Whitefish, 24 Calico Bass, 15 Rockfish, 2 Sculpin, 2 Sheephead, 1 Triggerfish"
83,daveys-locker,2020-06-08,Freelance,3/4 Day,40,"167 Sculpin, 26 Bonito, 10 Calico Bass, 5 Whitefish, 5 Barracuda, 4 Rockfish, 2 Yellowtail"
84,daveys-locker,2020-06-08,Western Pride,1/2 Day AM,33,"110 Sculpin, 12 Whitefish, 2 Sand Bass"
85,daveys-locker,2020-06-09,Freelance,3/4 Day,39,"195 Sculpin, 23 Bonito, 21 Yellowtail, 5 Whitefish, 4 Calico Bass, 1 Sheephead"
86,daveys-locker,2020-06-09,Thunderbird,2 Day,17,"11 Yellowtail, 5 Bluefin Tuna"
87,daveys-locker,2020-06-09,Western Pride,1/2 Day AM,27,"135 Sculpin, 11 Bocaccio, 2 Whitefish"
88,daveys-locker,2020-06-09,Western Pride,1/2 Day PM,21,"21 Calico Bass, 9 Sheephead, 6 Bocaccio, 2 Whitefish, 1 Vermilion Rockfish"
89,daveys-locker,2020-06-10,Freelance,3/4 Day,36,"152 Sculpin, 3 Whitefish, 1 Sheephead"
90,daveys-locker,2020-06-10,Western Pride,1/2 Day AM,26,"130 Sculpin, 15 Sand Bass, 5 Whitefish"
91,daveys-locker,2020-06-10,Western Pride,1/2 Day PM,26,"68 Sculpin, 2 Whitefish"
92,daveys-locker,2020-06-11,Freelance,3/4 Day,40,"45 Whitefish, 37 Calico Bass, 27 Bonito, 8 Sheephead"
93,daveys-locker,2020-06-11,Thunderbird,Overnight,25,"14 Yellowtail, 13 Calico Bass, 3 Bonito, 2 Sheephead"
94,daveys-locker,2020-06-11,Western Pride,1/2 Day AM,35,"175 Sculpin, 22 Whitefish, 5 Rockfish, 1 Sand Bass, 1 Sheephead"
95,daveys-locker,2020-06-11,Western Pride,1/2 Day PM,27,"85 Calico Bass Released, 29 Calico Bass, 2 Rockfish, 1 Sheephead, 1 Sand Bass"
96,daveys-locker,2020-06-12,Freelance,1/2 Day Twilight,21,"5 Sculpin, 4 Rockfish, 2 Sand Bass, 2 Whitefish, 1 Calico Bass"
97,daveys-locker,2020-06-12,Freelance,3/4 Day,40,"92 Whitefish, 31 Bonito, 10 Calico Bass, 7 Yellowtail, 3 Sheephead, 3 Barracuda"
98,daveys-locker,2020-06-12,Thunderbird,Overnight,24,"83 Yellowtail, 37 Whitefish, 14 Calico Bass, 5 Bonito, 4 Barracuda, 3 Sheephead"
99,daveys-locker,2020-06-12,Western Pride,1/2 Day AM,38,"190 Sculpin, 20 Whitefish, 10 Rockfish"
100,daveys-locker,2020-06-12,Western Pride,1/2 Day PM,38,"40 Calico Bass, 6 Sculpin, 1 Sheephead"
101,daveys-locker,2020-06-13,Freelance,1/2 Day Twilight,43,152 Sculpin
102,daveys-locker,2020-06-13,Freelance,3/4 Day,42,"45 Whitefish, 25 Calico Bass, 15 Bonito, 6 Sheephead, 2 Yellowtail"
103,daveys-locker,2020-06-13,Thunderbird,Overnight,24,"44 Yellowtail, 16 Calico Bass, 15 Whitefish, 2 Barracuda"
104,daveys-locker,2020-06-13,Western Pride,1/2 Day AM,38,"190 Sculpin, 12 Whitefish"
105,daveys-locker,2020-06-13,Western Pride,1/2 Day PM,35,"25 Calico Bass, 7 Sculpin, 6 Sheephead, 6 Whitefish, 4 Sand Bass"
106,daveys-locker,2020-06-14,Freelance,1/2 Day Twilight,41,93 Sculpin
107,daveys-locker,2020-06-14,Freelance,3/4 Day,43,"15 Whitefish, 12 Vermilion Rockfish, 8 Calico Bass, 6 Bonito, 3 Yellowtail, 2 Blue Perch, 2 Sculpin, 1 Sheephead"
108,daveys-locker,2020-06-14,Thunderbird,Overnight,24,"66 Yellowtail, 57 Calico Bass, 6 Bonito, 5 Barracuda"
109,daveys-locker,2020-06-14,Western Pride,1/2 Day AM,34,"170 Sculpin, 32 Whitefish, 4 Spanish Jack"
110,daveys-locker,2020-06-14,Western Pride,1/2 Day PM,37,"20 Calico Bass, 1 Sand Bass, 1 Thresher Shark"
111,daveys-locker,2020-06-15,Freelance,1/2 Day Twilight,30,135 Sculpin
112,daveys-locker,2020-06-15,Freelance,3/4 Day,43,"181 Sculpin, 28 Bonito, 5 Barracuda, 4 Whitefish, 2 Calico Bass, 1 Yellowtail"
113,daveys-locker,2020-06-15,Thunderbird,Overnight,24,"78 Calico Bass, 9 Yellowtail, 7 Barracuda, 2 Rockfish, 1 Sheephead"
114,daveys-locker,2020-06-15,Western Pride,1/2 Day AM,38,"190 Sculpin, 18 Rockfish, 7 Whitefish"
115,daveys-locker,2020-06-15,Western Pride,1/2 Day PM,24,"100 Calico Bass Released, 38 Calico Bass, 15 Sculpin, 5 Whitefish, 4 Sheephead, 4 Sand Bass, 1 Barracuda"
116,daveys-locker,2020-06-16,Freelance,3/4 Day,40,"178 Sculpin, 9 Bonito, 7 Whitefish, 5 Barracuda, 5 Yellowtail, 3 Calico Bass"
117,daveys-locker,2020-06-16,Thunderbird,Overnight,24,"37 Whitefish, 28 Calico Bass, 15 Sheephead, 5 Barracuda, 5 Yellowtail"
118,daveys-locker,2020-06-16,Western Pride,1/2 Day AM,35,"175 Sculpin, 13 Bocaccio, 5 Whitefish"
119,daveys-locker,2020-06-16,Western Pride,1/2 Day PM,38,"30 Calico Bass, 13 Barracuda, 7 Sheephead, 6 Sand Bass, 5 Whitefish, 2 Blue Perch, 1 Halibut"
120,daveys-locker,2020-06-18,Freelance,3/4 Day,42,"61 Calico Bass, 21 Blue Perch, 10 Barracuda, 10 Whitefish, 5 Sheephead, 2 Sand Bass, 1 Yellowtail"
121,daveys-locker,2020-06-18,Thunderbird,Overnight,27,"67 Calico Bass, 22 Yellowtail, 17 Whitefish, 11 Sheephead, 7 Rockfish, 6 Barracuda"
122,daveys-locker,2020-06-18,Western Pride,1/2 Day AM,37,"185 Sculpin, 12 Bocaccio, 6 Vermilion Rockfish, 1 Sand Bass"
123,daveys-locker,2020-06-18,Western Pride,1/2 Day PM,31,"48 Calico Bass, 27 Sand Bass, 1 Mako Shark, 1 Sculpin"
124,daveys-locker,2020-06-19,Freelance,3/4 Day,43,"126 Sculpin, 111 Barracuda, 14 Sand Bass, 13 Calico Bass, 12 Whitefish, 3 Yellowtail"
125,daveys-locker,2020-06-19,Thunderbird,1/2 Day PM,37,"37 Calico Bass, 6 Whitefish, 4 Sheephead, 2 Sculpin, 2 Sand Bass"
126,daveys-locker,2020-06-19,Western Pride,1/2 Day AM,30,"47 Barracuda, 22 Sand Bass, 13 Calico Bass"
127,daveys-locker,2020-06-20,Freelance,1/2 Day Twilight,43,137 Sculpin
128,daveys-locker,2020-06-20,Freelance,3/4 Day,40,"102 Sculpin, 47 Sand Bass, 45 Barracuda, 33 Calico Bass"
129,daveys-locker,2020-06-20,Thunderbird,2 Day,21,"168 Rockfish, 138 Yellowtail, 29 Calico Bass, 5 Barracuda"
130,daveys-locker,2020-06-20,Western Pride,1/2 Day AM,38,"96 Barracuda, 14 Calico Bass, 9 Sand Bass"
131,daveys-locker,2020-06-20,Western Pride,1/2 Day PM,38,"51 Barracuda, 29 Calico Bass, 24 Sand Bass, 1 Sheephead, 1 Sculpin"
132,daveys-locker,2020-06-21,Freelance,1/2 Day Twilight,40,120 Sculpin
133,daveys-locker,2020-06-21,Freelance,3/4 Day,43,"200 Sculpin, 105 Barracuda, 41 Sand Bass, 22 Calico Bass"
134,daveys-locker,2020-06-21,Freelance,3/4 Day,43,"200 Sculpin, 105 Barracuda, 41 Sand Bass, 22 Calico Bass"
135,daveys-locker,2020-06-21,Thunderbird,Overnight,25,26 Yellowtail
136,daveys-locker,2020-06-21,Western Pride,1/2 Day AM,38,"52 Barracuda, 10 Sand Bass, 2 Rockfish, 1 Calico Bass, 1 Sheephead"
137,daveys-locker,2020-06-21,Western Pride,1/2 Day PM,36,"15 Calico Bass, 4 Sand Bass, 1 Blue Perch, 1 Sculpin, 1 Sheephead"
138,daveys-locker,2020-06-22,Freelance,1/2 Day Twilight,32,"12 Sand Bass, 5 Rockfish, 4 Sculpin, 3 Calico Bass"
139,daveys-locker,2020-06-22,Freelance,3/4 Day,43,"172 Sculpin, 59 Sand Bass, 44 Barracuda, 28 Calico Bass"
140,daveys-locker,2020-06-22,Western Pride,1/2 Day AM,38,"54 Barracuda, 14 Calico Bass, 13 Sand Bass"
141,daveys-locker,2020-06-22,Western Pride,1/2 Day PM,38,"37 Sand Bass, 24 Barracuda, 18 Calico Bass"
142,daveys-locker,2020-06-23,Freelance,3/4 Day,43,"133 Sculpin, 32 Barracuda, 27 Calico Bass, 24 Sand Bass, 2 Sheephead, 1 Rockfish, 1 Whitefish"
143,daveys-locker,2020-06-23,Thunderbird,Overnight,26,"171 Yellowtail, 79 Whitefish, 8 Calico Bass, 4 Sheephead, 2 Barracuda, 1 Lingcod"
144,daveys-locker,2020-06-23,Western Pride,1/2 Day AM,38,"55 Barracuda, 25 Calico Bass, 19 Sand Bass, 1 Sheephead"
145,daveys-locker,2020-06-23,Western Pride,1/2 Day PM,36,"17 Calico Bass, 12 Sand Bass, 8 Sculpin, 3 Barracuda, 1 Blue Perch, 1 Sheephead"
146,daveys-locker,2020-06-24,Freelance,3/4 Day,42,"152 Sculpin, 27 Barracuda, 6 Whitefish, 5 Sand Bass, 5 Yellowtail, 3 Calico Bass"
147,daveys-locker,2020-06-24,Thunderbird,Overnight,27,"17 Yellowtail, 16 Calico Bass"
148,daveys-locker,2020-06-24,Western Pride,1/2 Day AM,24,"68 Barracuda, 7 Calico Bass"
149,daveys-locker,2020-06-24,Western Pride,1/2 Day PM,38,"24 Calico Bass, 5 Sheephead, 4 Sand Bass, 2 Sculpin, 2 Whitefish"
150,daveys-locker,2020-06-25,Freelance,3/4 Day,43,"176 Sculpin, 91 Barracuda, 21 Calico Bass"
151,daveys-locker,2020-06-25,Thunderbird,Overnight,27,"21 Whitefish, 16 Yellowtail, 15 Rockfish, 7 Calico Bass, 5 Barracuda, 4 Sheephead"
152,daveys-locker,2020-06-25,Western Pride,1/2 Day AM,34,"99 Sculpin, 30 Barracuda, 7 Calico Bass"
153,daveys-locker,2020-06-25,Western Pride,1/2 Day PM,37,"51 Barracuda, 25 Sand Bass, 20 Calico Bass, 3 Sculpin, 1 Whitefish"
154,daveys-locker,2020-06-26,Freelance,1/2 Day Twilight,43,215 Sculpin
155,daveys-locker,2020-06-26,Freelance,3/4 Day,43,"155 Sculpin, 71 Barracuda, 18 Calico Bass, 4 Sand Bass"
156,daveys-locker,2020-06-26,Thunderbird,Overnight,27,"238 Whitefish, 76 Rockfish, 14 Sculpin, 11 Calico Bass, 4 Barracuda, 4 Yellowtail, 3 Sheephead"
157,daveys-locker,2020-06-26,Western Pride,1/2 Day AM,38,"190 Sculpin, 1 Calico Bass, 1 Sand Bass"
158,daveys-locker,2020-06-26,Western Pride,1/2 Day PM,38,"50 Calico Bass Released, 10 Calico Bass, 4 Sculpin, 2 Sand Bass, 1 Sheephead"
159,daveys-locker,2020-06-27,Freelance,1/2 Day Twilight,43,120 Sculpin
160,daveys-locker,2020-06-27,Freelance,3/4 Day,39,"180 Sculpin, 51 Barracuda, 11 Calico Bass, 5 Sand Bass"
161,daveys-locker,2020-06-27,Thunderbird,Overnight,27,"56 Rockfish, 33 Whitefish, 4 Barracuda, 4 Yellowtail, 3 Calico Bass, 1 Sheephead"
162,daveys-locker,2020-06-28,Freelance,1/2 Day Twilight,43,193 Sculpin
163,daveys-locker,2020-06-28,Freelance,3/4 Day,43,"145 Sculpin, 56 Barracuda, 15 Calico Bass, 11 Sand Bass"
164,daveys-locker,2020-06-28,Thunderbird,Overnight,27,20 Yellowtail
165,daveys-locker,2020-06-28,Western Pride,1/2 Day AM,38,"190 Sculpin, 6 Whitefish, 1 Calico Bass"
166,daveys-locker,2020-06-28,Western Pride,1/2 Day PM,38,"35 Calico Bass, 6 Sand Bass, 3 Blacksmith, 2 Whitefish, 1 Bat Ray Released"
167,daveys-locker,2020-06-29,Freelance,3/4 Day,41,"141 Sculpin, 28 Barracuda, 25 Calico Bass, 20 Sand Bass, 15 Whitefish, 10 Rockfish, 1 Yellowtail"
168,daveys-locker,2020-06-29,Thunderbird,Overnight,27,"57 Calico Bass, 51 Rockfish, 34 Whitefish, 4 Sheephead, 2 Yellowtail"
169,daveys-locker,2020-06-30,Freelance,3/4 Day,42,"151 Sculpin, 17 Whitefish, 4 Bonito, 4 Yellowtail, 3 Calico Bass, 2 Rockfish, 2 Barracuda"
170,daveys-locker,2020-06-30,Thunderbird,Overnight,27,"221 Whitefish, 216 Rockfish, 5 Yellowtail, 4 Sheephead"
171,daveys-locker,2020-06-30,Western Pride,1/2 Day AM,37,"94 Sculpin, 23 Barracuda, 15 Calico Bass, 6 Sand Bass, 5 Whitefish"
172,daveys-locker,2020-06-30,Western Pride,1/2 Day PM,38,"21 Calico Bass, 15 Sand Bass, 2 Whitefish"
173,daveys-locker,2020-07-01,Freelance,3/4 Day,43,"179 Sculpin, 62 Barracuda, 32 Calico Bass, 15 Sand Bass, 13 Whitefish, 2 Rockfish"
174,daveys-locker,2020-07-01,Thunderbird,Overnight,27,"273 Whitefish, 143 Rockfish, 4 Barracuda, 3 Lingcod, 2 Sheephead, 1 Halibut, 1 Calico Bass"
175,daveys-locker,2020-07-01,Western Pride,1/2 Day AM,36,"81 Sculpin, 15 Barracuda, 5 Whitefish"
176,daveys-locker,2020-07-01,Western Pride,1/2 Day PM,38,"25 Calico Bass, 7 Sheephead, 4 Sand Bass, 3 Whitefish, 1 Rockfish, 1 Halibut"
177,daveys-locker,2020-07-02,Freelance,3/4 Day,42,"115 Sculpin, 39 Barracuda, 28 Sand Bass, 21 Whitefish, 11 Calico Bass, 2 Sheephead"
178,daveys-locker,2020-07-02,Thunderbird,Overnight,27,"96 Whitefish, 65 Rockfish, 54 Yellowtail, 11 Calico Bass, 4 Bonito, 3 Barracuda"
179,daveys-locker,2020-07-02,Western Pride,1/2 Day AM,38,"48 Barracuda, 41 Calico Bass, 34 Sand Bass"
180,daveys-locker,2020-07-02,Western Pride,1/2 Day PM,38,"27 Calico Bass, 15 Sand Bass, 13 Barracuda, 2 Sheephead"
181,daveys-locker,2020-07-03,Freelance,1/2 Day Twilight,41,127 Sculpin
182,daveys-locker,2020-07-03,Freelance,3/4 Day,43,"205 Sculpin, 81 Barracuda, 16 Calico Bass, 5 Sand Bass"
183,daveys-locker,2020-07-03,Thunderbird,Overnight,27,"248 Whitefish, 84 Rockfish, 39 Yellowtail, 16 Calico Bass, 10 White Seabass, 2 Barracuda"
184,daveys-locker,2020-07-03,Western Pride,1/2 Day AM,36,"43 Calico Bass, 5 Sculpin, 5 Sand Bass, 1 Albacore"
185,daveys-locker,2020-07-03,Western Pride,1/2 Day PM,36,"18 Calico Bass, 10 Whitefish, 6 Sculpin, 5 Rockfish, 5 Blue Perch, 1 Sand Bass"
186,daveys-locker,2020-07-04,Freelance,3/4 Day,41,"205 Sculpin, 6 Sand Bass, 5 Calico Bass"
187,daveys-locker,2020-07-04,Freelance,3/4 Day,41,127 Sculpin
188,daveys-locker,2020-07-04,Western Pride,1/2 Day AM,35,"151 Sculpin, 35 Whitefish, 6 Calico Bass, 2 Barracuda"
189,daveys-locker,2020-07-04,Western Pride,1/2 Day PM,37,"21 Calico Bass, 2 Sand Bass"
190,daveys-locker,2020-07-05,Freelance,3/4 Day,43,"200 Sculpin, 26 Calico Bass, 25 Blacksmith, 15 Whitefish, 6 Barracuda, 3 Sheephead, 2 Yellowtail"
